id_order_detail,order_id,product_id,quantity,id_product,name,supplier_id,category_id,unit,price,id,name_category,description
445,10415,17,2,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
446,10415,33,20,33,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses
447,10416,19,20,19,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads"
448,10416,53,10,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
449,10416,57,20,57,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
450,10417,38,50,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
451,10417,46,2,46,Spegesild,21,8,4 - 450 g glasses,12.0,8,Seafood,Seaweed and fish
452,10417,68,36,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
453,10417,77,35,77,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
454,10418,2,60,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
455,10418,47,55,47,Zaanse koeken,22,3,10 - 4 oz boxes,9.5,3,Confections,"Desserts, candies, and sweet breads"
456,10418,61,16,61,Sirop d'érable,29,2,24 - 500 ml bottles,28.5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
457,10418,74,15,74,Longlife Tofu,4,7,5 kg pkg.,10.0,7,Produce,Dried fruit and bean curd
458,10419,60,60,60,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,4,Dairy Products,Cheeses
459,10419,69,20,69,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses
460,10420,9,20,9,Mishi Kobe Niku,4,6,18 - 500 g pkgs.,97.0,6,Meat/Poultry,Prepared meats
461,10420,13,2,13,Konbu,6,8,2 kg box,6.0,8,Seafood,Seaweed and fish
462,10420,70,8,70,Outback Lager,7,1,24 - 355 ml bottles,15.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
463,10420,73,20,73,Röd Kaviar,17,8,24 - 150 g jars,15.0,8,Seafood,Seaweed and fish
464,10421,19,4,19,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads"
465,10421,26,30,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
466,10421,53,15,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
467,10421,77,10,77,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
468,10422,26,2,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
469,10423,31,14,31,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses
470,10423,59,20,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
471,10424,35,60,35,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
472,10424,38,49,38,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
473,10424,68,30,68,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads"
474,10425,55,10,55,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats
475,10425,76,20,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
476,10426,56,5,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
477,10426,64,7,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
478,10427,14,35,14,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd
479,10428,46,20,46,Spegesild,21,8,4 - 450 g glasses,12.0,8,Seafood,Seaweed and fish
480,10429,50,40,50,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,3,Confections,"Desserts, candies, and sweet breads"
481,10429,63,35,63,Vegie-spread,7,2,15 - 625 g jars,43.9,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
482,10430,17,45,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
483,10430,21,50,21,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads"
484,10430,56,30,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
485,10430,59,70,59,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses
486,10431,17,50,17,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats
487,10431,40,50,40,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,8,Seafood,Seaweed and fish
488,10431,47,30,47,Zaanse koeken,22,3,10 - 4 oz boxes,9.5,3,Confections,"Desserts, candies, and sweet breads"
489,10432,26,10,26,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads"
490,10432,54,40,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
491,10433,56,28,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
492,10434,11,6,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
493,10434,76,18,76,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
494,10435,2,10,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
495,10435,22,12,22,Gustaf's Knäckebröd,9,5,24 - 500 g pkgs.,21.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
496,10435,72,10,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses
497,10436,46,5,46,Spegesild,21,8,4 - 450 g glasses,12.0,8,Seafood,Seaweed and fish
498,10436,56,40,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
499,10436,64,30,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
500,10436,75,24,75,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
501,10437,53,15,53,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats
502,10438,19,15,19,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads"
503,10438,34,20,34,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
504,10438,57,15,57,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
505,10439,12,15,12,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,38.0,4,Dairy Products,Cheeses
506,10439,16,16,16,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads"
507,10439,64,6,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
508,10439,74,30,74,Longlife Tofu,4,7,5 kg pkg.,10.0,7,Produce,Dried fruit and bean curd
509,10440,2,45,2,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
510,10440,16,49,16,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads"
511,10440,29,24,29,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats
512,10440,61,90,61,Sirop d'érable,29,2,24 - 500 ml bottles,28.5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
513,10441,27,50,27,Schoggi Schokolade,11,3,100 - 100 g pieces,43.9,3,Confections,"Desserts, candies, and sweet breads"
514,10442,11,30,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
515,10442,54,80,54,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats
516,10442,66,60,66,Louisiana Hot Spiced Okra,2,2,24 - 8 oz jars,17.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
517,10443,11,6,11,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses
518,10443,28,12,28,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd
